location,landarea,aptarea,minprice,winprice,result,time
"서울특별시 강남구 청담동 62-6 제202호 ,제203호 ,제403호 아파트",120.87,229.13,5408000000,-,유찰,2022-08-30 10:00
"서울특별시 강남구 청담동 62-6 제401호 ,제402호 ,제701호 아파트",106.19,201.31,4862000000,-,유찰,2022-08-30 10:00
"서울특별시 강남구 청담동 62-6 제102호 ,제501호 아파트",53.83,102.04,2397200000,-,유찰,2022-08-30 10:00
서울특별시 종로구 평창동 66-1 제3층 제303호 아파트,122.62,213.07,943307770,-,"유찰
 (수의계약완료)",2022-08-01 10:00
서울특별시 종로구 평창동 66-1 제2층 제204호 아파트,135.86,236.07,1060756230,-,"유찰
 (수의계약완료)",2022-08-01 10:00
서울특별시 종로구 평창동 66-1 제3층 제303호 아파트,122.62,213.07,1048119750,-,유찰,2022-07-27 10:00
서울특별시 종로구 평창동 66-1 제2층 제204호 아파트,135.86,236.07,1178618040,-,유찰,2022-07-27 10:00
서울특별시 종로구 평창동 66-1 제3층 제303호 아파트,122.62,213.07,1164577500,-,유찰,2022-07-25 10:00
서울특별시 종로구 평창동 66-1 제2층 제204호 아파트,135.86,236.07,1309575000,-,유찰,2022-07-25 10:00
서울특별시 종로구 평창동 66-1 제3층 제303호 아파트,122.62,213.07,1293975000,-,유찰,2022-07-20 10:00
서울특별시 종로구 평창동 66-1 제2층 제204호 아파트,135.86,236.07,1455084000,-,유찰,2022-07-20 10:00
서울특별시 종로구 평창동 66-1 제3층 제303호 아파트,122.62,213.07,1437750000,-,유찰,2022-07-18 10:00
서울특별시 종로구 평창동 66-1 제2층 제204호 아파트,135.86,236.07,1616760000,-,유찰,2022-07-18 10:00
서울특별시 광진구 자양동 227-7 D동 4501호 아파트,0.0,243.94,4800000000,-,유찰,2022-07-15 10:00
서울특별시 종로구 평창동 66-1 제3층 제303호 아파트,122.62,213.07,1597500000,-,유찰,2022-07-13 10:00
서울특별시 종로구 평창동 66-1 제2층 제204호 아파트,135.86,236.07,1796400000,-,유찰,2022-07-13 10:00
서울특별시 서초구 반포동 1062 외 3필지 에이아이디차관주택 제16동 제1층 제105호 외 1건,0.0,52.828,5500000000,-,유찰,2022-07-11 10:00
서울특별시 종로구 평창동 66-1 제3층 제303호 아파트,122.62,213.07,1775000000,-,유찰,2022-07-11 10:00
서울특별시 종로구 평창동 66-1 제2층 제204호 아파트,135.86,236.07,1966000000,-,유찰,2022-07-11 10:00
서울특별시 관악구 신림동 1743 앰팰리스아파트 201호,0.0,72.687,600000000,620000000,낙찰,2023-10-16 09:00
서울특별시 양천구 신정동 1279 목동현대아파트 103동 1207호 아파트,39.17,101.91,974500000,1051000000,"낙찰
 (낙찰후취소)",2023-09-26 09:00
서울특별시 관악구 신림동 1743 앰팰리스아파트 제2층 제202호,0.0,72.687,600000000,605990000,낙찰,2023-09-15 09:00
서울특별시 용산구 이태원동 22-2 제6동 제1105호 아파트,96.14,174.38,2367400000,2380001988,낙찰,2023-08-25 09:30
서울특별시 도봉구 도봉동 87 제4동 제1314호 아파트,40.55,73.89,553837500,553837500,낙찰,2023-05-18 14:00
서울특별시 양천구 신정동 1279 목동현대아파트 103동 1207호 아파트,39.17,101.91,1115400000,1300000000,낙찰,2023-05-17 09:00
서울특별시 종로구 평창동 39-1 일원 토지 및 미준공건물(공동주택),1362.0,3434.0492,10500000000,10500000000,낙찰,2023-04-18 10:00
서울특별시 노원구 중계동 514 102동 301호 아파트,55.8428,84.7513,721300000,800499000,낙찰,2023-03-10 10:00
서울특별시 강동구 암사동 509 선사현대아파트 103동 1010호 아파트,18.246,58.68,762000000,763000000,낙찰,2023-01-19 09:30
서울특별시 서초구 서초동 1757 103동 1304호 아파트,37.71,84.51,3085000000,-,유찰,2023-12-28 10:00
서울특별시 양천구 목동 925 704동 806호 아파트,93.19,101.2,2284200000,-,유찰,2023-12-28 10:00
서울특별시 양천구 목동 925 704동 806호 아파트,93.19,101.2,2537900000,-,유찰,2023-12-26 10:00
서울특별시 서초구 서초동 1757 103동 1304호 아파트,37.71,84.51,3085000000,-,유찰,2023-12-22 10:00
서울특별시 양천구 목동 925 704동 806호 아파트,93.19,101.2,2819800000,-,유찰,2023-12-21 10:00
서울특별시 양천구 목동 925 704동 806호 아파트,93.19,101.2,3133000000,-,유찰,2023-12-19 10:00
서울특별시 서초구 서초동 1757 103동 1304호 아파트,37.71,84.51,3085000000,-,유찰,2023-12-14 10:00
서울특별시 서초구 서초동 1757 103동 1304호 아파트,37.71,84.51,3085000000,-,유찰,2023-12-05 10:00
서울특별시 서초구 서초동 1757 103동 1304호 아파트,37.71,84.51,3085000000,-,유찰,2023-11-27 10:00
서울특별시 서초구 서초동 1757 103동 1304호 아파트,37.71,84.51,3085000000,-,유찰,2023-11-17 10:00
서울특별시 강서구 방화동 904 104동 1203호 아파트,0.0,84.9184,714490000,853504000,낙찰,2024-12-10 12:00
서울특별시 강서구 방화동 904 102동 1402호 아파트,0.0,59.7592,636840000,665030000,낙찰,2024-12-05 12:00
서울특별시 강서구 방화동 904 102동 1501호 아파트,0.0,59.7592,636840000,653370000,낙찰,2024-12-05 12:00
서울특별시 강서구 방화동 904 102동 1503호 아파트,0.0,72.9272,763130000,778500000,낙찰,2024-12-05 12:00
서울특별시 용산구 한남동 258 외1필지 1001호 아파트,0.0,217.42,2030800000,2040000000,낙찰,2024-11-15 09:00
서울특별시 양천구 신월동 981-2 804호 아파트,0.0,58.9,363151350,413870000,"낙찰
 (낙찰후취소)",2024-10-28 13:00
서울특별시 양천구 신월동 981-2 604호 아파트,0.0,58.9,356065470,362300000,"낙찰
 (낙찰후취소)",2024-10-28 13:00
서울특별시 양천구 신월동 981-2 1205호 아파트,0.0,64.64,434338200,434338300,낙찰,2024-10-21 13:00
서울특별시 양천구 신월동 981-2 1005호 아파트,0.0,64.64,434338200,460010000,낙찰,2024-10-21 13:00
서울특별시 강남구 청담동 115-6외 4필지 효성빌라 청담 101 2차 제2층 제205호,0.0,216.35,8832400000,-,유찰,2024-12-31 09:30
서울특별시 강남구 청담동 115-6외 4필지 효성빌라 청담 101 2차 제2층 제205호,0.0,216.35,9446400000,-,유찰,2024-12-31 09:00
서울특별시 강남구 청담동 115-6외 4필지 효성빌라 청담 101 2차 제2층 제205호,0.0,216.35,10103100000,-,유찰,2024-12-30 09:30
서울특별시 강남구 청담동 115-6외 4필지 효성빌라 청담 101 2차 제2층 제205호,0.0,216.35,10805500000,-,유찰,2024-12-30 09:00
서울특별시 강남구 청담동 115-6외 4필지 효성빌라 청담 101 2차 제2층 제205호,0.0,216.35,11556600000,-,유찰,2024-12-27 09:30
서울특별시 강남구 청담동 115-6외 4필지 효성빌라 청담 101 2차 제2층 제205호,0.0,216.35,12360000000,-,유찰,2024-12-27 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제6층 제602호 아파트 외 1건,0.0,51.16,1310000000,-,"유찰
 (수의계약가능)",2024-12-26 09:30
서울특별시 광진구 구의동 231-18 현대팰리스 제6층 제602호 아파트 외 1건,0.0,51.16,1325700000,-,유찰,2024-12-26 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제6층 제602호 아파트 외 1건,0.0,51.16,1471400000,-,유찰,2024-12-24 09:30
서울특별시 광진구 구의동 231-18 현대팰리스 제6층 제602호 아파트 외 1건,0.0,51.16,1633000000,-,유찰,2024-12-24 09:00
서울특별시 서대문구 홍제동 322-138 1층 101호 아파트,55.22,84.067,584249255,-,"유찰
 (수의계약가능)",2024-12-18 10:00
서울특별시 서대문구 홍제동 322-138 제에이202호 아파트,55.347,84.258,617711412,-,유찰,2024-12-18 10:00
서울특별시 서대문구 홍제동 322-138 제에이302호 아파트,55.347,84.258,617711412,-,유찰,2024-12-18 10:00
서울특별시 서대문구 홍제동 322-138 에이402호 아파트,55.347,84.258,631096274,-,유찰,2024-12-18 10:00
서울특별시 서대문구 홍제동 322-138 제에이502호 아파트,55.347,84.258,631096274,-,유찰,2024-12-18 10:00
서울특별시 서대문구 홍제동 322-138 제에이 601호 아파트,55.22,84.067,629757788,-,유찰,2024-12-18 10:00
서울특별시 서대문구 홍제동 322-138 에이602호 아파트,55.347,84.258,631096274,-,유찰,2024-12-18 10:00
서울특별시 서대문구 홍제동 322-138 비101호 아파트,55.36,84.278,585587741,-,유찰,2024-12-18 10:00
서울특별시 서대문구 홍제동 322-138 비102호 아파트,48.564,73.922,518663428,-,유찰,2024-12-18 10:00
서울특별시 서대문구 홍제동 322-138 비201호 아파트,55.36,84.278,617711412,-,유찰,2024-12-18 10:00
서울특별시 서대문구 홍제동 322-138 비202호 아파트,52.82,80.41,588933957,-,유찰,2024-12-18 10:00
서울특별시 서대문구 홍제동 322-138 비301호 아파트,55.36,84.278,617711412,-,유찰,2024-12-18 10:00
서울특별시 서대문구 홍제동 322-138 비302호 아파트,52.82,80.41,588933957,-,유찰,2024-12-18 10:00
서울특별시 서대문구 홍제동 322-138 비401호 아파트,55.36,84.278,631096274,-,유찰,2024-12-18 10:00
서울특별시 서대문구 홍제동 322-138 비402호 아파트,52.82,80.41,602318820,-,유찰,2024-12-18 10:00
서울특별시 서대문구 홍제동 322-138 비501호 아파트,55.36,84.278,631096274,-,유찰,2024-12-18 10:00
서울특별시 서대문구 홍제동 322-138 비502호 아파트,52.82,80.41,602318820,-,유찰,2024-12-18 10:00
서울특별시 서대문구 홍제동 322-138 비601호 아파트,55.694,84.785,635111733,-,유찰,2024-12-18 10:00
서울특별시 서대문구 홍제동 322-138 비602호 아파트,53.173,80.948,606334278,-,유찰,2024-12-18 10:00
서울특별시 서대문구 홍제동 322-138 비702호 아파트,53.173,80.948,612357467,-,유찰,2024-12-18 10:00
서울특별시 서대문구 홍제동 322-138 비302호 아파트,52.82,80.41,633262319,-,유찰,2024-12-17 08:30
서울특별시 서대문구 홍제동 322-138 비501호 아파트,55.36,84.278,678598144,-,유찰,2024-12-17 08:30
서울특별시 서대문구 홍제동 322-138 1층 101호 아파트,55.22,84.067,628225005,-,유찰,2024-12-13 10:00
서울특별시 서대문구 홍제동 322-138 제에이202호 아파트,55.347,84.258,664205819,-,유찰,2024-12-13 10:00
서울특별시 서대문구 홍제동 322-138 제에이302호 아파트,55.347,84.258,664205819,-,유찰,2024-12-13 10:00
서울특별시 서대문구 홍제동 322-138 에이402호 아파트,55.347,84.258,678598144,-,유찰,2024-12-13 10:00
서울특별시 서대문구 홍제동 322-138 제에이502호 아파트,55.347,84.258,678598144,-,유찰,2024-12-13 10:00
서울특별시 서대문구 홍제동 322-138 제이이601호 아파트,55.22,84.067,677158912,-,유찰,2024-12-13 10:00
서울특별시 서대문구 홍제동 322-138 에이602호 아파트,55.347,84.258,678598144,-,유찰,2024-12-13 10:00
서울특별시 서대문구 홍제동 322-138 비101호 아파트,55.36,84.278,629664238,-,유찰,2024-12-13 10:00
서울특별시 서대문구 홍제동 322-138 비102호 아파트,48.564,73.922,557702611,-,유찰,2024-12-13 10:00
서울특별시 서대문구 홍제동 322-138 비201호 아파트,55.36,84.278,664205819,-,유찰,2024-12-13 10:00
서울특별시 서대문구 홍제동 322-138 비202호 아파트,52.82,80.41,633262319,-,유찰,2024-12-13 10:00
서울특별시 서대문구 홍제동 322-138 비301호 아파트,55.36,84.278,664205819,-,유찰,2024-12-13 10:00
서울특별시 서대문구 홍제동 322-138 비401호 아파트,55.36,84.278,678598144,-,유찰,2024-12-13 10:00
서울특별시 서대문구 홍제동 322-138 비402호 아파트,52.82,80.41,647654645,-,유찰,2024-12-13 10:00
서울특별시 서대문구 홍제동 322-138 비502호 아파트,52.82,80.41,647654645,-,유찰,2024-12-13 10:00
서울특별시 서대문구 홍제동 322-138 비601호 아파트,55.694,84.785,682915842,-,유찰,2024-12-13 10:00
서울특별시 서대문구 홍제동 322-138 비602호 아파트,53.173,80.948,651972342,-,유찰,2024-12-13 10:00
서울특별시 서대문구 홍제동 322-138 비702호 아파트,53.173,80.948,658448899,-,유찰,2024-12-13 10:00
서울특별시 서대문구 홍제동 322-138 1층 101호 아파트,55.22,84.067,675510758,-,유찰,2024-12-10 10:00
서울특별시 서대문구 홍제동 322-138 제에이202호 아파트,55.347,84.258,714199805,-,유찰,2024-12-10 10:00
서울특별시 서대문구 홍제동 322-138 제에이302호 아파트,55.347,84.258,714199805,-,유찰,2024-12-10 10:00
서울특별시 서대문구 홍제동 322-138 에이402호 아파트,55.347,84.258,729675424,-,유찰,2024-12-10 10:00
서울특별시 서대문구 홍제동 322-138 제에이502호 아파트,55.347,84.258,729675424,-,유찰,2024-12-10 10:00
서울특별시 서대문구 홍제동 322-138 제이이601호 아파트,55.22,84.067,728127862,-,유찰,2024-12-10 10:00
서울특별시 서대문구 홍제동 322-138 에이602호 아파트,55.347,84.258,729675424,-,유찰,2024-12-10 10:00
서울특별시 서대문구 홍제동 322-138 비101호 아파트,55.36,84.278,677058320,-,유찰,2024-12-10 10:00
서울특별시 서대문구 홍제동 322-138 비102호 아파트,48.564,73.922,599680227,-,유찰,2024-12-10 10:00
서울특별시 서대문구 홍제동 322-138 비201호 아파트,55.36,84.278,714199805,-,유찰,2024-12-10 10:00
서울특별시 서대문구 홍제동 322-138 비202호 아파트,52.82,80.41,680927225,-,유찰,2024-12-10 10:00
서울특별시 서대문구 홍제동 322-138 비301호 아파트,55.36,84.278,714199805,-,유찰,2024-12-10 10:00
서울특별시 서대문구 홍제동 322-138 비302호 아파트,52.82,80.41,680927225,-,유찰,2024-12-10 10:00
서울특별시 서대문구 홍제동 322-138 비401호 아파트,55.36,84.278,729675424,-,유찰,2024-12-10 10:00
서울특별시 서대문구 홍제동 322-138 비402호 아파트,52.82,80.41,696402844,-,유찰,2024-12-10 10:00
서울특별시 서대문구 홍제동 322-138 비501호 아파트,55.36,84.278,729675424,-,유찰,2024-12-10 10:00
서울특별시 서대문구 홍제동 322-138 비502호 아파트,52.82,80.41,696402844,-,유찰,2024-12-10 10:00
서울특별시 서대문구 홍제동 322-138 비601호 아파트,55.694,84.785,734318110,-,유찰,2024-12-10 10:00
서울특별시 서대문구 홍제동 322-138 비602호 아파트,53.173,80.948,701045529,-,유찰,2024-12-10 10:00
서울특별시 서대문구 홍제동 322-138 비702호 아파트,53.173,80.948,708009558,-,유찰,2024-12-10 10:00
서울특별시 서대문구 홍제동 322-138 비202호 아파트,52.82,80.41,716765500,-,유찰,2024-12-06 10:00
서울특별시 강서구 방화동 904 104동 502호 아파트,0.0,84.9184,872010000,-,유찰,2024-12-05 12:00
서울특별시 강서구 방화동 904 104동 502호 아파트,0.0,84.9184,784820000,-,유찰,2024-12-05 12:00
서울특별시 강서구 방화동 904 104동 1203호 아파트,0.0,84.9184,882070000,-,유찰,2024-12-05 12:00
서울특별시 강서구 방화동 904 104동 1203호 아파트,0.0,84.9184,793870000,-,유찰,2024-12-05 12:00
서울특별시 서대문구 홍제동 322-138 1층 101호 아파트,55.22,84.067,711063956,-,유찰,2024-12-05 10:00
서울특별시 서대문구 홍제동 322-138 제에이202호 아파트,55.347,84.258,751789269,-,유찰,2024-12-05 10:00
서울특별시 서대문구 홍제동 322-138 제에이302호 아파트,55.347,84.258,751789269,-,유찰,2024-12-05 10:00
서울특별시 서대문구 홍제동 322-138 에이402호 아파트,55.347,84.258,768079394,-,유찰,2024-12-05 10:00
서울특별시 서대문구 홍제동 322-138 제에이502호 아파트,55.347,84.258,768079394,-,유찰,2024-12-05 10:00
서울특별시 서대문구 홍제동 322-138 제이이601호 아파트,55.22,84.067,766450381,-,유찰,2024-12-05 10:00
서울특별시 서대문구 홍제동 322-138 에이602호 아파트,55.347,84.258,768079394,-,유찰,2024-12-05 10:00
서울특별시 서대문구 홍제동 322-138 비101호 아파트,55.36,84.278,712692969,-,유찰,2024-12-05 10:00
서울특별시 서대문구 홍제동 322-138 비102호 아파트,48.564,73.922,631242344,-,유찰,2024-12-05 10:00
서울특별시 서대문구 홍제동 322-138 비201호 아파트,55.36,84.278,751789269,-,유찰,2024-12-05 10:00
서울특별시 서대문구 홍제동 322-138 비301호 아파트,55.36,84.278,751789269,-,유찰,2024-12-05 10:00
서울특별시 서대문구 홍제동 322-138 비302호 아파트,52.82,80.41,716765500,-,유찰,2024-12-05 10:00
서울특별시 서대문구 홍제동 322-138 비401호 아파트,55.36,84.278,768079394,-,유찰,2024-12-05 10:00
서울특별시 서대문구 홍제동 322-138 비402호 아파트,52.82,80.41,733055625,-,유찰,2024-12-05 10:00
서울특별시 서대문구 홍제동 322-138 비501호 아파트,55.36,84.278,768079394,-,유찰,2024-12-05 10:00
서울특별시 서대문구 홍제동 322-138 비502호 아파트,52.82,80.41,733055625,-,유찰,2024-12-05 10:00
서울특별시 서대문구 홍제동 322-138 비601호 아파트,55.694,84.785,772966431,-,유찰,2024-12-05 10:00
서울특별시 서대문구 홍제동 322-138 비602호 아파트,53.173,80.948,737942663,-,유찰,2024-12-05 10:00
서울특별시 서대문구 홍제동 322-138 비702호 아파트,53.173,80.948,745273219,-,유찰,2024-12-05 10:00
서울특별시 송파구 가락동 123-12 강남팰리스 1001호 아파트 외 3건,24.5,51.51,2950000000,-,유찰,2024-12-05 10:00
서울특별시 서대문구 홍제동 322-138 에이602호 아파트,55.347,84.258,808504625,-,유찰,2024-12-04 10:00
서울특별시 송파구 가락동 123-12 강남팰리스 1001호 아파트 외 3건,24.5,51.51,3070000000,-,유찰,2024-12-03 10:00
서울특별시 강서구 방화동 904 102동 1402호 아파트,0.0,59.7592,707590000,-,유찰,2024-12-02 15:00
서울특별시 강서구 방화동 904 102동 1501호 아파트,0.0,59.7592,707590000,-,유찰,2024-12-02 15:00
서울특별시 강서구 방화동 904 102동 1503호 아파트,0.0,72.9272,847920000,-,유찰,2024-12-02 15:00
서울특별시 광진구 구의동 231-18 현대팰리스 제1층 제103호 아파트,0.0,78.59,772000000,-,유찰,2025-10-01 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제6층 제601호 아파트,0.0,67.66,725300000,-,유찰,2025-10-01 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제6층 제603호 아파트,0.0,47.0,567900000,-,유찰,2025-10-01 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제5층 제503호 아파트,0.0,59.75,607900000,-,유찰,2025-10-01 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제7층 제702호 아파트,0.0,38.29,494400000,-,유찰,2025-10-01 09:00
서울특별시 은평구 대조동 9-21 모아아파트 제101동 1301호 아파트,12.22,51.12,488200000,-,유찰,2025-09-30 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제1층 제103호 아파트,0.0,78.59,856800000,-,유찰,2025-09-26 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제6층 제601호 아파트,0.0,67.66,805000000,-,유찰,2025-09-26 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제6층 제603호 아파트,0.0,47.0,610600000,-,유찰,2025-09-26 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제5층 제503호 아파트,0.0,59.75,653700000,-,유찰,2025-09-26 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제7층 제702호 아파트,0.0,38.29,548700000,-,유찰,2025-09-26 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제1층 제103호 아파트,0.0,78.59,951000000,-,유찰,2025-09-24 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제6층 제601호 아파트,0.0,67.66,893500000,-,유찰,2025-09-24 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제6층 제603호 아파트,0.0,47.0,677700000,-,유찰,2025-09-24 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제5층 제503호 아파트,0.0,59.75,702900000,-,유찰,2025-09-24 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제7층 제702호 아파트,0.0,38.29,609000000,-,유찰,2025-09-24 09:00
서울특별시 은평구 대조동 9-21 모아아파트 제101동 1301호 아파트,12.22,51.12,535300000,-,유찰,2025-09-23 09:00
서울특별시 강남구 삼성동 90 아파트 1003호 아파트,0.0,40.07,1688900000,-,"유찰
 (수의계약가능)",2025-09-19 10:00
서울특별시 광진구 구의동 231-18 현대팰리스 제1층 제103호 아파트,0.0,78.59,1055400000,-,유찰,2025-09-19 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제6층 제601호 아파트,0.0,67.66,991600000,-,유찰,2025-09-19 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제6층 제603호 아파트,0.0,47.0,752100000,-,유찰,2025-09-19 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제5층 제503호 아파트,0.0,59.75,780100000,-,유찰,2025-09-19 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제7층 제702호 아파트,0.0,38.29,675900000,-,유찰,2025-09-19 09:00
서울특별시 강남구 삼성동 90 아파트 1003호 아파트,0.0,40.07,1876500000,-,유찰,2025-09-17 10:00
서울특별시 광진구 구의동 231-18 현대팰리스 제1층 제103호 아파트,0.0,78.59,1171400000,-,유찰,2025-09-17 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제6층 제601호 아파트,0.0,67.66,1100600000,-,유찰,2025-09-17 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제6층 제603호 아파트,0.0,47.0,834800000,-,유찰,2025-09-17 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제5층 제503호 아파트,0.0,59.75,865800000,-,유찰,2025-09-17 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제7층 제702호 아파트,0.0,38.29,750200000,-,유찰,2025-09-17 09:00
서울특별시 은평구 대조동 9-21 모아아파트 제101동 1301호 아파트,12.22,51.12,586900000,-,유찰,2025-09-16 09:00
서울특별시 강남구 삼성동 90 아파트 1003호 아파트,0.0,40.07,2085000000,-,유찰,2025-09-12 10:00
서울특별시 광진구 구의동 231-18 현대팰리스 제1층 제103호 아파트,0.0,78.59,1287200000,-,유찰,2025-09-12 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제6층 제601호 아파트,0.0,67.66,1209400000,-,유찰,2025-09-12 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제6층 제603호 아파트,0.0,47.0,917300000,-,유찰,2025-09-12 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제5층 제503호 아파트,0.0,59.75,961000000,-,유찰,2025-09-12 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제7층 제702호 아파트,0.0,38.29,832600000,-,유찰,2025-09-12 09:00
서울특별시 강남구 삼성동 90 아파트 1003호 아파트,0.0,40.07,2316600000,-,유찰,2025-09-10 10:00
서울특별시 광진구 구의동 231-18 현대팰리스 제1층 제103호 아파트,0.0,78.59,1414500000,-,유찰,2025-09-10 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제6층 제601호 아파트,0.0,67.66,1329000000,-,유찰,2025-09-10 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제6층 제603호 아파트,0.0,47.0,1008000000,-,유찰,2025-09-10 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제5층 제503호 아파트,0.0,59.75,1066500000,-,유찰,2025-09-10 09:00
서울특별시 광진구 구의동 231-18 현대팰리스 제7층 제702호 아파트,0.0,38.29,924000000,-,유찰,2025-09-10 09:00
서울특별시 은평구 대조동 15-49 1202호 아파트,12.14,48.08,511446000,-,"유찰
 (수의계약가능)",2025-09-10 09:00
서울특별시 은평구 대조동 15-49 1201호 아파트,12.14,48.08,511446000,-,"유찰
 (수의계약가능)",2025-09-10 09:00
서울특별시 은평구 대조동 15-49 1102호 아파트,12.14,48.08,511446000,-,"유찰
 (수의계약가능)",2025-09-10 09:00
서울특별시 은평구 대조동 15-49 1101호 아파트,12.14,48.08,511446000,-,"유찰
 (수의계약가능)",2025-09-10 09:00
서울특별시 은평구 대조동 15-49 1002호 아파트,12.14,48.08,511446000,-,"유찰
 (수의계약가능)",2025-09-10 09:00
서울특별시 은평구 대조동 15-49 1202호 아파트,12.14,48.08,568273000,-,유찰,2025-09-09 09:00
서울특별시 은평구 대조동 15-49 1201호 아파트,12.14,48.08,568273000,-,유찰,2025-09-09 09:00
서울특별시 은평구 대조동 15-49 1102호 아파트,12.14,48.08,568273000,-,유찰,2025-09-09 09:00
서울특별시 은평구 대조동 15-49 1101호 아파트,12.14,48.08,568273000,-,유찰,2025-09-09 09:00
서울특별시 은평구 대조동 15-49 1002호 아파트,12.14,48.08,568273000,-,유찰,2025-09-09 09:00
서울특별시 은평구 대조동 9-21 모아아파트 제101동 1301호 아파트,12.22,51.12,643500000,-,유찰,2025-09-09 09:00
서울특별시 은평구 대조동 15-49 1202호 아파트,12.14,48.08,631413000,-,유찰,2025-09-08 09:00
서울특별시 은평구 대조동 15-49 1201호 아파트,12.14,48.08,631413000,-,유찰,2025-09-08 09:00
서울특별시 은평구 대조동 15-49 1102호 아파트,12.14,48.08,631413000,-,유찰,2025-09-08 09:00
서울특별시 은평구 대조동 15-49 1101호 아파트,12.14,48.08,631413000,-,유찰,2025-09-08 09:00
서울특별시 은평구 대조동 15-49 1002호 아파트,12.14,48.08,631413000,-,유찰,2025-09-08 09:00
서울특별시 강남구 삼성동 90 아파트 1003호 아파트,0.0,40.07,2574000000,-,유찰,2025-09-05 10:00
서울특별시 은평구 대조동 15-49 1202호 아파트,12.14,48.08,701569000,-,유찰,2025-09-05 09:00
서울특별시 은평구 대조동 15-49 1201호 아파트,12.14,48.08,701569000,-,유찰,2025-09-05 09:00
서울특별시 은평구 대조동 15-49 1102호 아파트,12.14,48.08,701569000,-,유찰,2025-09-05 09:00
서울특별시 은평구 대조동 15-49 1101호 아파트,12.14,48.08,701569000,-,유찰,2025-09-05 09:00
서울특별시 은평구 대조동 15-49 1002호 아파트,12.14,48.08,701569000,-,유찰,2025-09-05 09:00
서울특별시 은평구 대조동 15-49 1202호 아파트,12.14,48.08,779520000,-,유찰,2025-09-04 09:00
서울특별시 은평구 대조동 15-49 1201호 아파트,12.14,48.08,779520000,-,유찰,2025-09-04 09:00
서울특별시 은평구 대조동 15-49 1102호 아파트,12.14,48.08,779520000,-,유찰,2025-09-04 09:00
서울특별시 은평구 대조동 15-49 1101호 아파트,12.14,48.08,779520000,-,유찰,2025-09-04 09:00
서울특별시 은평구 대조동 15-49 1002호 아파트,12.14,48.08,779520000,-,유찰,2025-09-04 09:00
서울특별시 강남구 삼성동 90 아파트 1003호 아파트,0.0,40.07,2860000000,-,유찰,2025-09-03 10:00
서울특별시 구로구 고척동 339 고척파크푸르지오 104동 802호 아파트,67.837,84.94,916000000,-,유찰,2025-09-03 09:00
서울특별시 금천구 시흥동 113-12 206호 외 아파트,0.0,18.07,4044100000,-,"유찰
 (수의계약가능)",2025-09-03 09:00
서울특별시 은평구 대조동 15-49 1202호 아파트,12.14,48.08,866132000,-,유찰,2025-09-03 09:00
서울특별시 은평구 대조동 15-49 1201호 아파트,12.14,48.08,866132000,-,유찰,2025-09-03 09:00
서울특별시 은평구 대조동 15-49 1102호 아파트,12.14,48.08,866132000,-,유찰,2025-09-03 09:00
서울특별시 은평구 대조동 15-49 1101호 아파트,12.14,48.08,866132000,-,유찰,2025-09-03 09:00
서울특별시 은평구 대조동 15-49 1002호 아파트,12.14,48.08,866132000,-,유찰,2025-09-03 09:00
서울특별시 은평구 대조동 15-49 1202호 아파트,12.14,48.08,962368000,-,유찰,2025-09-02 09:00
서울특별시 은평구 대조동 15-49 1201호 아파트,12.14,48.08,962368000,-,유찰,2025-09-02 09:00
서울특별시 은평구 대조동 15-49 1102호 아파트,12.14,48.08,962368000,-,유찰,2025-09-02 09:00
서울특별시 은평구 대조동 15-49 1101호 아파트,12.14,48.08,962368000,-,유찰,2025-09-02 09:00
서울특별시 은평구 대조동 15-49 1002호 아파트,12.14,48.08,962368000,-,유찰,2025-09-02 09:00
